n;date_hour;t_puna;ilum_puna;t_forest;ilum_forest;temp_forest;hr_forest;temp_puna;hr_puna
361;21/04/2025 23:00;14.613;1152;10.944;87;7.619;97;8.369;96.634
362;21/04/2025 23:30;16.141;1152;10.846;100;7.544;97.178;8.319;96.695
363;22/04/2025 0:00;11.819;304;9.965;8;7.419;97.291;8.295;96.788
364;22/04/2025 0:30;7.481;71;9.077;5;7.444;97.397;8.22;96.867
365;22/04/2025 1:00;7.682;0;8.581;0;7.393;97.482;8.245;96.973
366;22/04/2025 1:30;7.682;0;8.779;0;7.268;97.546;8.07;97.025
367;22/04/2025 2:00;7.079;0;8.282;0;7.318;97.56;8.095;97.131
368;22/04/2025 2:30;7.882;0;8.581;0;7.393;97.63;8.12;97.187
369;22/04/2025 3:00;7.582;0;8.581;0;6.94;97.702;7.92;97.231
370;22/04/2025 3:30;7.882;0;8.581;0;6.636;97.765;7.72;97.325
371;22/04/2025 4:00;7.882;0;8.581;0;6.611;97.856;7.519;97.368
372;22/04/2025 4:30;7.882;0;8.581;0;6.433;97.856;7.368;97.426
373;22/04/2025 5:00;7.882;0;8.581;0;6.611;97.93;7.469;97.453
374;22/04/2025 5:30;7.882;0;8.581;0;6.509;97.999;7.318;97.511
375;22/04/2025 6:00;7.983;0;8.581;0;6.458;98.059;7.293;97.627
376;22/04/2025 6:30;7.782;0;8.481;0;6.331;98.072;7.192;97.771
377;22/04/2025 7:00;7.682;0;8.481;0;6.026;98.06;6.965;97.782
378;22/04/2025 7:30;7.682;0;8.382;0;5.77;98.062;6.99;97.863
379;22/04/2025 8:00;7.582;0;8.382;0;6.051;98.141;6.99;97.814
380;22/04/2025 8:30;7.481;0;8.282;0;6.255;98.124;7.066;97.835
381;22/04/2025 9:00;7.582;0;8.282;0;6.204;98.012;7.268;97.792
382;22/04/2025 9:30;7.582;0;8.282;0;6.433;98.125;7.494;97.559
383;22/04/2025 10:00;7.079;0;8.182;0;6.914;97.965;7.569;97.086
384;22/04/2025 10:30;6.877;0;7.983;0;7.268;97.521;8.568;96.713
385;22/04/2025 11:00;6.775;0;7.882;0;8.12;95.493;9.089;92.464
386;22/04/2025 11:30;6.775;0;7.782;0;10.687;96.335;9.879;94.299
387;22/04/2025 12:00;6.775;0;7.682;0;10.516;92.679;11.565;92.512
388;22/04/2025 12:30;6.674;0;7.481;0;13.57;88.649;12.001;90.731
389;22/04/2025 13:00;6.674;14;7.582;0;15.533;82.807;12.558;87.292
390;22/04/2025 13:30;6.674;91;7.481;5;16.177;78.075;12.025;85.782
391;22/04/2025 14:00;6.573;128;7.28;12;16.415;75.279;12.147;89.539
392;22/04/2025 14:30;6.573;256;7.179;17;15.414;78.89;12.122;91.49
393;22/04/2025 15:00;6.775;320;7.28;25;16.463;71.204;12.775;88.984
394;22/04/2025 15:30;7.179;608;7.381;35;14.146;76.922;11.443;93.124
395;22/04/2025 16:00;7.983;1088;7.582;63;13.57;84.075;10.932;94.245
396;22/04/2025 16:30;8.481;800;8.082;59;14.194;75.953;11.613;91.309
397;22/04/2025 17:00;9.077;1152;8.282;83;9.879;88.3;10.1;94.281
398;22/04/2025 17:30;10.455;1728;9.077;121;8.27;92.761;9.386;94.472
399;22/04/2025 18:00;13.75;2432;9.472;184;8.319;95.346;9.262;95.449
400;22/04/2025 18:30;15.569;2560;10.357;128;8.245;95.602;9.213;96.088
401;22/04/2025 19:00;18.901;2816;12.497;384;7.745;95.642;8.965;96.272
402;22/04/2025 19:30;23.196;2560;12.98;208;7.92;96.586;8.568;96.464
403;22/04/2025 20:00;24.351;3840;16.903;1024;8.22;96.668;8.742;96.81
404;22/04/2025 20:30;28.357;3072;14.134;256;8.27;97.005;8.891;97.05
405;22/04/2025 21:00;27.764;4096;12.883;192;8.07;97.223;8.792;97.322
406;22/04/2025 21:30;29.853;2176;12.883;168;7.995;97.401;8.767;97.414
407;22/04/2025 22:00;31.574;2432;12.69;128;7.72;97.498;8.543;97.552
408;22/04/2025 22:30;23.388;3456;11.916;136;7.519;97.665;8.344;97.645
409;22/04/2025 23:00;20.996;2048;11.528;74;7.569;97.728;8.369;97.751
410;22/04/2025 23:30;22.525;2304;11.625;96;7.619;97.841;8.419;97.864
411;23/04/2025 0:00;12.594;432;10.651;34;5.898;97.805;7.87;97.836
412;23/04/2025 0:30;8.082;79;9.669;3;5.282;98.024;7.167;97.764
413;23/04/2025 1:00;8.182;0;9.373;0;4.921;98.02;6.357;97.908
414;23/04/2025 1:30;8.581;0;9.373;0;4.688;98.052;6;98.029
415;23/04/2025 2:00;8.282;0;9.275;0;4.584;97.974;5.693;98.187
416;23/04/2025 2:30;7.381;0;8.779;0;4.61;97.884;5.565;98.249
417;23/04/2025 3:00;8.382;0;8.978;0;4.766;97.246;5.385;98.272
418;23/04/2025 3:30;8.581;0;9.077;0;4.22;97.775;5.308;98.42
419;23/04/2025 4:00;8.382;0;8.978;0;4.636;97.551;5.154;98.45
420;23/04/2025 4:30;8.382;0;8.978;0;4.792;97.838;5.205;98.537
421;23/04/2025 5:00;8.082;0;8.879;0;4.506;96.881;5.102;98.581
422;23/04/2025 5:30;7.882;0;8.68;0;4.869;95.804;4.792;98.663
423;23/04/2025 6:00;7.882;0;8.68;0;4.999;93.909;4.584;98.653
424;23/04/2025 6:30;7.882;0;8.68;0;5.437;93.277;5.179;98.797
425;23/04/2025 7:00;6.37;0;8.481;0;7.066;87.689;5.616;98.799
426;23/04/2025 7:30;4.311;0;7.682;0;8.817;88.638;5.796;98.849
427;23/04/2025 8:00;3.578;0;7.079;0;8.419;94.292;6.611;98.884
428;23/04/2025 8:30;3.261;0;6.573;0;8.965;91.204;7.116;98.879
429;23/04/2025 9:00;3.261;0;6.064;0;9.04;88.849;8.245;98.803
430;23/04/2025 9:30;3.261;0;5.655;0;10.443;90.495;8.519;98.781
431;23/04/2025 10:00;3.578;0;5.552;0;9.952;91.867;9.706;98.766
432;23/04/2025 10:30;2.41;0;5.244;0;11.54;91.964;9.977;98.493
433;23/04/2025 11:00;3.261;0;4.934;0;11.686;88.086;11.297;97.909
434;23/04/2025 11:30;4.207;0;4.831;0;11.175;96.416;10.614;97.521
435;23/04/2025 12:00;3.472;0;4.727;0;10.98;95.554;10.443;97.199
436;23/04/2025 12:30;3.261;0;4.519;0;10.516;96.742;10.198;97.657
437;23/04/2025 13:00;3.367;88;4.415;0;9.854;96.362;10.687;97.491
438;23/04/2025 13:30;4.519;512;4.415;11;10.247;96.543;10.883;97.469
439;23/04/2025 14:00;8.082;5120;5.141;16;10.785;96.563;10.956;97.564
440;23/04/2025 14:30;12.304;7168;5.45;19;11.856;97.306;11.102;97.83
441;23/04/2025 15:00;11.722;7936;6.166;24;10.001;95.949;11.102;97.805
442;23/04/2025 15:30;11.334;1728;6.978;34;10.834;97.079;10.59;97.113
443;23/04/2025 16:00;15.76;2560;7.983;80;11.88;96.96;11.127;97.41
444;23/04/2025 16:30;15.76;3072;8.68;34;10.443;97.224;10.785;97.568
445;23/04/2025 17:00;14.517;1920;9.768;94;9.41;97.467;10.051;97.667
446;23/04/2025 17:30;15.855;1984;10.651;122;9.089;97.652;9.829;97.856
447;23/04/2025 18:00;20.71;2816;11.722;232;8.519;97.892;9.509;98.041
448;23/04/2025 18:30;13.942;2304;11.236;99;7.77;98.055;8.965;98.114
449;23/04/2025 19:00;15.951;2176;11.431;98;7.895;98.139;8.891;98.242
450;23/04/2025 19:30;14.134;1344;10.748;79;7.945;98.177;8.866;98.359
451;23/04/2025 20:00;14.517;1856;11.041;184;7.895;98.114;8.891;98.44
452;23/04/2025 20:30;13.461;1216;11.334;62;7.77;97.907;8.841;98.501
453;23/04/2025 21:00;14.804;2048;11.431;86;7.87;97.984;8.742;98.547
454;23/04/2025 21:30;14.996;2432;11.528;128;7.87;98.058;8.693;98.632
455;23/04/2025 22:00;15.569;2048;11.722;136;7.87;98.206;8.693;98.706
456;23/04/2025 22:30;14.421;1472;11.528;100;7.469;98.168;8.469;98.718
457;23/04/2025 23:00;16.713;2432;11.722;67;7.544;98.214;8.369;98.788
458;23/04/2025 23:30;13.558;864;11.139;38;7.066;98.228;8.17;98.782
459;24/04/2025 0:00;10.846;240;10.455;12;5.924;97.616;7.519;98.747
460;24/04/2025 0:30;9.669;36;10.063;1;5.282;97.291;6.737;98.797
461;24/04/2025 1:00;8.978;0;9.768;0;5.796;97.776;6.255;98.881
462;24/04/2025 1:30;7.782;0;9.472;0;5.949;97.402;6.077;98.953
463;24/04/2025 2:00;7.983;0;9.275;0;5.385;96.338;5.975;99.07
464;24/04/2025 2:30;8.182;0;9.176;0;5.847;96.465;5.949;99.136
465;24/04/2025 3:00;8.182;0;9.077;0;5.693;96.767;6.051;99.237
466;24/04/2025 3:30;7.983;0;9.077;0;5.514;96.374;5.796;99.238
467;24/04/2025 4:00;7.983;0;8.978;0;5.488;96.981;5.745;99.32
468;24/04/2025 4:30;8.082;0;8.879;0;5.539;94.327;5.642;99.34
469;24/04/2025 5:00;8.082;0;8.879;0;5.334;94.694;5.668;99.396
470;24/04/2025 5:30;7.882;0;8.779;0;5.847;93.386;5.565;99.463
471;24/04/2025 6:00;7.782;0;8.68;0;5.745;93.958;5.668;99.493
472;24/04/2025 6:30;7.28;0;8.581;0;6.306;92.3;5.616;99.478
473;24/04/2025 7:00;5.552;0;8.082;0;8.17;88.892;5.591;99.471
474;24/04/2025 7:30;3.578;0;7.381;0;8.543;86.643;5.77;99.546
475;24/04/2025 8:00;3.367;0;6.775;0;10.001;82.961;6.077;99.56
476;24/04/2025 8:30;3.683;0;6.37;0;11.394;81.363;8.22;99.582
477;24/04/2025 9:00;3.367;0;5.962;0;14.026;82.196;9.015;99.486
478;24/04/2025 9:30;4.415;0;5.86;0;10.492;89.521;8.866;99.42
479;24/04/2025 10:00;4.207;0;5.757;0;11.175;91.146;10.32;99.408
480;24/04/2025 10:30;4.415;0;5.655;0;10.051;96.113;9.706;99.36
481;24/04/2025 11:00;4.311;0;5.45;0;10.1;96.151;9.731;99.169
482;24/04/2025 11:30;4.519;0;5.45;0;13.064;93.853;10.149;99.112
483;24/04/2025 12:00;4.102;0;5.45;0;9.46;95.954;10.051;98.911
484;24/04/2025 12:30;4.519;0;5.347;0;11.686;95.005;10.834;98.756
485;24/04/2025 13:00;4.311;128;5.244;0;12.147;93.409;11.102;98.406
486;24/04/2025 13:30;5.141;304;5.141;4;10.394;94.027;10.907;97.702
487;24/04/2025 14:00;10.063;13312;5.244;4;10.467;94.759;10.785;97.743
488;24/04/2025 14:30;12.594;8192;5.244;3;12.968;91.704;11.516;98.144
489;24/04/2025 15:00;15.091;10240;5.757;24;12.654;89.349;11.419;97.54
490;24/04/2025 15:30;17.284;10240;7.983;60;13.185;89.637;11.492;97.409
491;24/04/2025 16:00;18.616;8192;9.176;69;13.69;88.679;11.662;97.304
492;24/04/2025 16:30;16.618;3072;9.275;248;11.102;94.468;10.98;97.546
493;24/04/2025 17:00;15.378;1344;10.553;119;9.756;95.404;10.59;98.015
494;24/04/2025 17:30;12.497;1344;10.063;34;9.163;94.767;10.149;98.218
495;24/04/2025 18:00;12.883;1280;10.259;49;9.015;96.96;10.001;98.401
496;24/04/2025 18:30;20.043;5376;10.651;77;8.519;97.197;9.731;98.525
497;24/04/2025 19:00;14.517;1472;10.748;73;7.77;97.685;8.693;98.484
498;24/04/2025 19:30;17.855;1472;11.236;81;8.618;97.87;9.089;98.767
499;24/04/2025 20:00;17.76;1984;11.431;83;8.519;97.941;9.238;98.883
500;24/04/2025 20:30;14.038;512;11.139;29;8.99;98.22;9.262;98.939
501;24/04/2025 21:00;14.23;896;11.334;50;8.965;98.362;9.657;99.123
502;24/04/2025 21:30;21.473;3072;12.11;119;7.82;98.487;8.519;99.126
503;24/04/2025 22:00;22.046;2688;12.207;91;8.319;98.577;8.717;99.181
504;24/04/2025 22:30;21.76;1984;12.11;84;8.095;98.564;8.891;99.255
505;24/04/2025 23:00;23.581;2944;11.625;76;6.864;98.27;8.444;99.203
506;24/04/2025 23:30;15.378;704;11.236;41;6.458;98.548;7.92;99.277
507;25/04/2025 0:00;11.819;512;11.041;20;7.066;98.669;8.02;99.329
508;25/04/2025 0:30;9.669;85;10.455;5;6.712;98.717;7.745;99.35
509;25/04/2025 1:00;9.275;0;10.161;0;6.102;98.595;7.569;99.349
510;25/04/2025 1:30;9.077;0;10.063;0;6.255;98.54;7.318;99.401
511;25/04/2025 2:00;6.37;0;8.978;0;5.154;98.62;6.661;99.386
512;25/04/2025 2:30;8.779;0;9.275;0;5.385;98.685;6.458;99.45
513;25/04/2025 3:00;8.779;0;9.373;0;5.693;98.626;6.484;99.603
514;25/04/2025 3:30;9.077;0;9.373;0;6.153;98.658;6.611;99.663
515;25/04/2025 4:00;9.176;0;9.669;0;5.488;98.617;6.509;99.635
516;25/04/2025 4:30;7.782;0;8.978;0;6.306;98.408;6.914;99.677
517;25/04/2025 5:00;8.182;0;8.978;0;6.026;98.622;6.839;99.655
518;25/04/2025 5:30;8.182;0;8.978;0;6.357;98.812;7.116;99.709
519;25/04/2025 6:00;7.582;0;8.978;0;5.719;98.901;6.382;99.744
520;25/04/2025 6:30;7.179;0;8.282;0;6;98.883;6.56;99.795
521;25/04/2025 7:00;7.28;0;8.282;0;6.763;98.633;7.268;99.801
522;25/04/2025 7:30;6.471;0;8.082;0;7.845;98.1;7.745;99.692
523;25/04/2025 8:00;6.471;0;7.983;0;8.195;97.703;8.22;99.729
524;25/04/2025 8:30;6.064;0;7.682;0;8.866;97.541;8.543;99.673
525;25/04/2025 9:00;4.415;0;7.28;0;9.287;96.359;8.965;99.669
526;25/04/2025 9:30;4.102;0;6.877;0;11.248;95.752;9.558;99.417
527;25/04/2025 10:00;5.552;0;6.573;0;10.98;92.001;10.051;98.986
528;25/04/2025 10:30;5.655;0;6.573;0;11.419;93.118;10.394;97.686
529;25/04/2025 11:00;4.831;0;6.674;0;10.492;94.206;10.247;97.246
530;25/04/2025 11:30;6.268;0;6.877;0;10.026;96.408;9.805;98.322
531;25/04/2025 12:00;5.962;0;6.978;0;10.858;95.116;10.149;98.516
532;25/04/2025 12:30;6.674;0;7.179;0;11.734;92.633;10.247;98.12
533;25/04/2025 13:00;5.45;59;6.674;1;15.939;87.163;11.977;96.328
534;25/04/2025 13:30;6.166;480;6.573;18;13.666;88.726;11.516;96.76
535;25/04/2025 14:00;7.983;1088;7.079;42;14.601;80.981;12.316;95.069
536;25/04/2025 14:30;11.236;1280;7.782;55;13.642;85.493;11.759;95.304
537;25/04/2025 15:00;12.207;1280;8.382;49;14.888;82.936;11.759;95.355
538;25/04/2025 15:30;13.076;2048;8.68;82;12.775;87.45;12.05;95.177
539;25/04/2025 16:00;14.9;2304;9.275;120;13.546;81.598;12.147;94.462
540;25/04/2025 16:30;17.57;3072;10.161;118;13.762;84.092;13.449;89.913
541;25/04/2025 17:00;19.377;2944;10.651;184;11.053;90.804;11.248;94.507
542;25/04/2025 17:30;20.615;2560;11.041;152;8.916;91.755;10.198;94.586
543;25/04/2025 18:00;17.95;1984;10.651;107;7.569;94.293;8.817;96.681
544;25/04/2025 18:30;15.76;2048;10.259;95;7.97;94.5;8.22;97.611
545;25/04/2025 19:00;22.525;2304;10.553;57;7.97;93.644;7.845;97.952
546;25/04/2025 19:30;18.045;3456;10.651;168;7.92;92.187;7.87;98.452
547;25/04/2025 20:00;30.558;4608;13.75;144;7.519;95.631;7.619;98.628
548;25/04/2025 20:30;26.488;3200;12.11;216;7.519;95.157;7.469;98.831
549;25/04/2025 21:00;30.76;3072;12.69;192;7.895;93.144;7.242;99.013
550;25/04/2025 21:30;24.545;2048;12.304;128;7.544;94.487;6.965;99.081
551;25/04/2025 22:00;26.585;2304;12.207;90;7.368;96.237;6.889;99.206
552;25/04/2025 22:30;20.615;1344;12.207;56;7.519;94.581;6.737;99.31
553;25/04/2025 23:00;21.282;1536;11.722;90;8.07;93.367;6.864;99.419
554;25/04/2025 23:30;21.091;1664;11.916;113;6.864;93.177;6.636;99.452
555;26/04/2025 0:00;13.269;704;10.944;59;7.544;92.42;6.737;99.505
556;26/04/2025 0:30;9.472;64;10.748;2;7.167;92.979;6.712;99.595
557;26/04/2025 1:00;6.775;0;9.373;0;7.142;90.714;6.509;99.635
558;26/04/2025 1:30;5.962;0;8.68;0;8.045;89.506;6.535;99.69
559;26/04/2025 2:00;7.28;0;8.182;0;6.788;91.463;6.408;99.751
560;26/04/2025 2:30;6.674;0;7.882;0;7.217;91.599;6.408;99.751
561;26/04/2025 3:00;5.141;0;7.481;0;6.281;96.189;6.306;99.819
562;26/04/2025 3:30;5.244;0;7.179;0;6.331;95.087;6.23;99.846
563;26/04/2025 4:00;5.244;0;6.775;0;6.535;95.465;6.357;99.882
564;26/04/2025 4:30;6.064;0;6.573;0;6.535;90.738;6.763;99.901
565;26/04/2025 5:00;5.45;0;6.268;0;6.636;91.5;6.889;99.913
566;26/04/2025 5:30;5.037;0;6.064;0;5.872;94.864;6.153;99.873
567;26/04/2025 6:00;5.347;0;5.962;0;6.306;93.306;5.949;99.936
568;26/04/2025 6:30;5.757;0;5.757;0;6.712;91.241;6.204;99.984
569;26/04/2025 7:00;5.347;0;5.757;0;8.519;89.599;6.102;99.955
570;26/04/2025 7:30;5.347;0;5.757;0;7.87;93.112;6.484;100
571;26/04/2025 8:00;5.037;0;5.757;0;8.965;88.986;7.845;100
572;26/04/2025 8:30;4.623;0;5.552;0;10.443;90.754;8.618;99.841
573;26/04/2025 9:00;5.037;0;5.347;0;8.916;92.776;8.27;99.89
574;26/04/2025 9:30;5.141;0;5.655;0;9.336;87.567;9.386;99.911
575;26/04/2025 10:00;5.037;0;5.45;0;8.817;95.63;9.336;99.897
576;26/04/2025 10:30;5.552;0;5.347;0;9.163;96.875;9.731;99.909
577;26/04/2025 11:00;5.757;0;5.45;0;9.361;96.554;10.247;99.808
578;26/04/2025 11:30;5.347;0;6.064;0;9.583;97.314;9.928;99.693
579;26/04/2025 12:00;6.064;0;6.573;0;10.222;95.958;10.198;99.398
580;26/04/2025 12:30;3.893;0;6.064;0;10.075;97.973;10.345;99.291
581;26/04/2025 13:00;3.998;43;5.347;0;11.346;96.411;10.345;99.39
582;26/04/2025 13:30;5.037;320;5.45;10;13.185;94.554;10.834;99.229
583;26/04/2025 14:00;7.782;2048;5.655;7;15.318;87.15;11.467;99.056
584;26/04/2025 14:30;7.381;864;5.962;8;16.487;72.3;12.437;96.451
585;26/04/2025 15:00;11.334;3200;6.978;92;14.266;80.165;11.783;97.337
586;26/04/2025 15:30;13.076;1984;9.373;70;13.93;78.102;11.492;96.299
587;26/04/2025 16:00;11.041;1152;8.978;44;10.149;95.736;11.029;97.735
588;26/04/2025 16:30;12.401;1408;9.669;44;9.854;97.113;10.761;98.361
589;26/04/2025 17:00;11.041;704;9.768;49;9.952;97.14;10.492;98.711
590;26/04/2025 17:30;11.431;1536;9.965;60;9.534;97.675;10.222;98.884
591;26/04/2025 18:00;14.134;1536;10.553;136;9.114;97.882;10.1;99.049
592;26/04/2025 18:30;12.594;1536;10.553;106;9.089;98.099;9.928;99.174
593;26/04/2025 19:00;16.141;1984;10.846;82;8.369;98.32;9.262;99.186
594;26/04/2025 19:30;12.013;1152;10.944;29;8.916;98.398;9.361;99.362
595;26/04/2025 20:00;17.094;2048;10.651;92;8.817;98.469;9.509;99.403
596;26/04/2025 20:30;17.094;3328;11.916;432;8.767;98.505;9.534;99.46
597;26/04/2025 21:00;28.258;3584;12.11;82;8.519;98.584;9.386;99.517
598;26/04/2025 21:30;30.457;2688;12.594;224;8.469;98.668;9.361;99.559
599;26/04/2025 22:00;26.781;2688;12.11;93;8.419;98.704;9.213;99.567
600;26/04/2025 22:30;30.558;3584;11.722;45;6.204;98.721;7.419;99.405
601;26/04/2025 23:00;12.883;464;11.431;37;6.813;98.648;7.368;99.561
602;26/04/2025 23:30;10.944;496;11.041;16;6.965;98.592;7.82;99.616
603;27/04/2025 0:00;11.431;320;10.651;9;6.23;97.554;7.368;99.586
604;27/04/2025 0:30;10.259;114;10.553;5;6.408;97.898;7.318;99.645
605;27/04/2025 1:00;9.669;0;10.259;0;6.331;96.548;7.116;99.612
606;27/04/2025 1:30;9.373;0;10.063;0;6.611;95.858;7.091;99.702
607;27/04/2025 2:00;7.983;0;9.669;0;6.914;98.529;7.217;99.787
608;27/04/2025 2:30;9.077;0;9.571;0;6.737;98.724;7.142;99.765
609;27/04/2025 3:00;8.978;0;9.571;0;6.712;98.864;7.268;99.825
610;27/04/2025 3:30;9.077;0;9.669;0;6.281;98.791;7.192;99.828
611;27/04/2025 4:00;8.978;0;9.571;0;5.642;98.563;7.091;99.8
612;27/04/2025 4:30;8.779;0;9.472;0;5.462;96.605;6.763;99.804
613;27/04/2025 5:00;8.779;0;9.373;0;5.591;95.457;6.408;99.848
614;27/04/2025 5:30;6.37;0;8.182;0;5.821;93.129;6.153;99.849
615;27/04/2025 6:00;6.674;0;7.782;0;5.745;93.158;6;99.878
616;27/04/2025 6:30;7.28;0;7.882;0;6.026;93.533;6.306;99.916
617;27/04/2025 7:00;6.166;0;7.782;0;6.712;90.222;6.56;99.989
618;27/04/2025 7:30;6.37;0;7.782;0;7.469;89.619;7.066;100
619;27/04/2025 8:00;6.268;0;7.582;0;8.045;85.868;7.67;100
620;27/04/2025 8:30;6.471;0;7.481;0;9.46;87.021;8.27;100
621;27/04/2025 9:00;6.978;0;7.179;0;11.54;81.423;9.928;99.965
622;27/04/2025 9:30;6.775;0;7.381;0;13.281;78.711;10.222;99.455
623;27/04/2025 10:00;6.573;0;7.481;0;13.016;75.739;10.883;97.745
624;27/04/2025 10:30;6.471;0;7.481;0;13.786;77.376;11.613;96.331
625;27/04/2025 11:00;5.757;0;7.28;0;13.305;80.888;12.171;95.362
626;27/04/2025 11:30;5.244;0;7.179;0;12.871;83.645;11.734;95.933
627;27/04/2025 12:00;5.244;0;7.079;0;10.198;93.696;11.662;94.616
628;27/04/2025 12:30;4.934;0;6.674;0;9.608;94.86;10.541;95.74
629;27/04/2025 13:00;4.623;23;6.573;0;11.54;86.12;10.687;96.133
630;27/04/2025 13:30;5.347;208;6.573;10;13.04;83.251;11.88;95.54
631;27/04/2025 14:00;6.37;352;6.775;26;15.318;76.55;11.151;94.073
632;27/04/2025 14:30;7.782;608;7.179;45;9.854;89.829;10.149;96.492
633;27/04/2025 15:00;9.077;960;7.782;65;9.977;89.133;9.903;96.927
634;27/04/2025 15:30;12.207;1536;8.581;105;9.558;90.815;9.854;95.909
635;27/04/2025 16:00;16.237;2816;10.063;152;9.854;88.868;10.051;96.289
636;27/04/2025 16:30;20.71;3200;11.041;200;10.149;89.825;10.247;95.964
637;27/04/2025 17:00;18.331;2688;10.944;160;9.435;93.217;9.805;96.8
638;27/04/2025 17:30;20.615;3072;11.625;192;8.419;96.274;9.608;97.346
639;27/04/2025 18:00;20.996;3328;12.304;224;8.519;96.5;9.336;97.869
640;27/04/2025 18:30;20.71;3072;12.207;208;8.195;96.91;9.064;98.29
641;27/04/2025 19:00;16.713;1664;12.11;216;7.82;97.896;8.817;98.568
642;27/04/2025 19:30;13.558;1728;11.139;69;7.77;98.129;8.469;98.792
643;27/04/2025 20:00;17.95;2816;11.139;152;7.569;98.27;8.22;98.993
644;27/04/2025 20:30;23.484;2944;12.207;288;7.293;98.242;8.195;98.986
645;27/04/2025 21:00;28.754;4608;11.819;232;7.343;98.428;7.97;99.119
646;27/04/2025 21:30;14.517;960;10.651;22;7.041;98.368;7.845;99.158
647;27/04/2025 22:00;14.517;1344;10.455;83;6.839;98.434;7.795;99.315
648;27/04/2025 22:30;12.401;1024;10.357;57;7.041;98.466;7.72;99.343
649;27/04/2025 23:00;12.594;1024;10.063;80;7.368;98.607;7.519;99.482
650;27/04/2025 23:30;12.883;864;10.259;67;6.611;98.468;7.419;99.551
651;28/04/2025 0:00;11.528;704;9.965;48;6.306;98.603;7.116;99.612
652;28/04/2025 0:30;9.472;31;9.768;1;7.268;98.677;7.619;99.706
653;28/04/2025 1:00;8.779;0;9.472;0;7.217;98.663;7.67;99.671
654;28/04/2025 1:30;8.68;0;9.472;0;7.142;98.691;7.569;99.74
655;28/04/2025 2:00;8.182;0;9.077;0;6.458;98.695;6.914;99.652
656;28/04/2025 2:30;7.983;0;8.978;0;6.763;98.609;7.116;99.807
657;28/04/2025 3:00;7.179;0;8.481;0;6.077;98.587;7.091;99.848
658;28/04/2025 3:30;7.481;0;8.481;0;6.102;98.497;6.331;99.827
659;28/04/2025 4:00;6.877;0;8.282;0;6.585;98.241;6.433;99.953
660;28/04/2025 4:30;6.674;0;8.182;0;6.712;96.603;6.636;99.986
661;28/04/2025 5:00;6.37;0;7.983;0;6.864;96.842;6.99;100
662;28/04/2025 5:30;6.573;0;7.983;0;7.142;93.979;7.318;100
663;28/04/2025 6:00;6.37;0;7.582;0;7.116;93.47;7.293;100
664;28/04/2025 6:30;5.552;0;7.381;0;6.965;94.133;7.393;100
665;28/04/2025 7:00;4.623;0;7.079;0;7.795;93.749;7.695;100
666;28/04/2025 7:30;6.775;0;7.28;0;7.77;95.998;8.145;100
667;28/04/2025 8:00;7.179;0;7.582;0;8.494;93.706;8.668;100
668;28/04/2025 8:30;7.079;0;7.582;0;8.02;95.116;8.295;99.946
669;28/04/2025 9:00;5.655;0;7.28;0;7.745;95.991;8.394;99.9
670;28/04/2025 9:30;6.268;0;7.179;0;8.295;96.713;8.469;99.799
671;28/04/2025 10:00;5.552;0;7.079;0;8.394;97.188;8.668;99.782
672;28/04/2025 10:30;5.141;0;6.573;0;8.519;97.669;8.543;99.698
673;28/04/2025 11:00;5.347;0;6.268;0;9.682;97.641;9.632;99.537
674;28/04/2025 11:30;5.244;0;6.268;0;8.469;98.224;9.829;99.394
675;28/04/2025 12:00;5.757;0;6.37;0;7.77;98.277;9.361;98.942
676;28/04/2025 12:30;6.573;0;6.877;0;7.645;98.733;8.593;99.097
677;28/04/2025 13:00;6.471;26;7.079;1;7.469;98.782;8.593;99.294
678;28/04/2025 13:30;6.674;126;7.28;8;7.67;98.839;8.916;99.385
679;28/04/2025 14:00;7.882;368;7.582;27;8.568;98.499;9.558;99.368
680;28/04/2025 14:30;8.68;384;8.182;27;8.095;97.031;9.805;99.239
681;28/04/2025 15:00;9.669;800;8.68;43;9.682;97.366;9.854;98.708
682;28/04/2025 15:30;8.68;512;8.779;36;10.247;96.241;10.492;98.736
683;28/04/2025 16:00;8.779;400;8.68;22;8.965;97.419;10.247;98.22
684;28/04/2025 16:30;9.472;672;8.779;45;8.07;94.828;9.829;96.506
685;28/04/2025 17:00;9.866;576;8.879;32;7.293;94.821;9.312;97.962
686;28/04/2025 17:30;10.455;800;8.879;52;6.687;93.13;8.17;98.215
687;28/04/2025 18:00;15.569;4352;10.161;192;6.509;94.487;7.569;98.737
688;28/04/2025 18:30;11.236;1024;10.259;96;6.661;94.052;7.242;99.013
689;28/04/2025 19:00;9.571;368;9.866;20;6.763;94.929;7.116;99.222
690;28/04/2025 19:30;8.481;304;9.176;22;6.331;95.732;7.015;99.388
691;28/04/2025 20:00;8.382;352;8.879;33;6.661;96.49;7.217;99.543
692;28/04/2025 20:30;8.68;768;9.077;50;6.763;97.259;7.066;99.646
693;28/04/2025 21:00;11.236;1600;9.571;83;6.051;97.529;6.99;99.722
694;28/04/2025 21:30;12.207;2176;10.063;136;6.102;98.155;6.99;99.795
695;28/04/2025 22:00;12.69;1536;10.063;81;6.535;98.545;7.041;99.834
696;28/04/2025 22:30;15.473;1920;10.651;144;6.864;98.711;7.343;99.871
697;28/04/2025 23:00;11.819;960;10.455;76;6.94;98.781;7.569;99.935
698;28/04/2025 23:30;10.651;704;10.063;63;6.965;98.861;7.619;99.974
